id,book_id,best_book_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,language_code,average_rating,ratings_count,work_ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
4951,2182780,2182780,18,1401216226,9.78E+12,"Ed Brubaker, Doug Mahnke, Patrick Zircher, Aaron Sowd, Steve Bird",2005,Batman: The Man Who Laughs,eng,4.09,16933,17748,187,703,3704,5931,7223,https://images.gr-assets.com/books/1486038991m/2182780.jpg,https://images.gr-assets.com/books/1486038991s/2182780.jpg
4952,273511,273511,36,60744510,9.78E+12,Erin Hunter,2005,Midnight,eng,4.26,24650,25744,374,920,3939,6899,13612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4953,18176747,18176747,20,62273205,9.78E+12,Ben Horowitz,2014,The Hard Thing about Hard Things: Building A Business When There Are No Easy Answers,eng,4.2,19492,22549,413,779,3215,7627,10515,https://images.gr-assets.com/books/1386609333m/18176747.jpg,https://images.gr-assets.com/books/1386609333s/18176747.jpg
4954,11051889,11051889,11,1461052149,9.78E+12,Jessica Sorensen,2011,,,3.91,19786,25948,953,1819,5469,8048,9659,https://images.gr-assets.com/books/1331385411m/11051889.jpg,https://images.gr-assets.com/books/1331385411s/11051889.jpg
4955,228990,228990,46,345348664,9.78E+12,Stephen R. Donaldson,1977,The Illearth War,,3.99,20039,21986,512,1140,4331,8044,7959,https://images.gr-assets.com/books/1387037078m/228990.jpg,https://images.gr-assets.com/books/1387037078s/228990.jpg
4956,2063563,2063563,22,340936150,9.78E+12,Russell Brand,2007,My Booky Wook,en-GB,3.42,16553,20083,1055,2526,6732,6505,3265,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4957,18527947,18527947,49,425259862,9.78E+12,Nora Roberts,2014,Shadow Spell,en-US,4,17155,25364,299,1329,5744,8740,9252,https://images.gr-assets.com/books/1458263039m/18527947.jpg,https://images.gr-assets.com/books/1458263039s/18527947.jpg
4958,10909804,10909804,33,1592406521,9.78E+12,Simon Garfield,2010,Just My Type: A Book About Fonts,en-US,3.79,22046,23329,1126,1938,5496,6966,7803,https://images.gr-assets.com/books/1327886002m/10909804.jpg,https://images.gr-assets.com/books/1327886002s/10909804.jpg
4959,3492020,3492020,46,399155481,9.78E+12,J.D. Robb,2009,Promises in Death,eng,4.4,24115,26149,96,313,2885,8604,14251,https://images.gr-assets.com/books/1417318467m/3492020.jpg,https://images.gr-assets.com/books/1417318467s/3492020.jpg
4960,23534,23534,30,876853629,9.78E+12,Charles Bukowski,1977,"Love Is a Dog from Hell: Poems, 1974-1977",eng,4.16,19471,20725,368,723,3220,7241,9173,https://images.gr-assets.com/books/1377260823m/23534.jpg,https://images.gr-assets.com/books/1377260823s/23534.jpg
4961,19161852,19161852,20,316229296,9.78E+12,N.K. Jemisin,2015,The Fifth Season,eng,4.31,20185,25264,285,635,2715,8989,12640,https://images.gr-assets.com/books/1386803701m/19161852.jpg,https://images.gr-assets.com/books/1386803701s/19161852.jpg
4962,13568322,29908754,4,1846247195,9.78E+12,R.D. Ronald,2012,,eng,3.61,14302,17539,1797,1750,3986,4039,5967,https://images.gr-assets.com/books/1348552492m/13568322.jpg,https://images.gr-assets.com/books/1348552492s/13568322.jpg
4963,67931,67931,64,552150215,9.78E+12,John Katzenbach,2002,The Analyst,eng,4.12,11685,21018,265,918,3552,7581,8702,https://images.gr-assets.com/books/1280112638m/67931.jpg,https://images.gr-assets.com/books/1280112638s/67931.jpg
4964,2113260,2113260,35,670019631,9.78E+12,Jasper Fforde,2009,Shades of Grey,eng,4.14,22788,26840,425,1098,4097,9941,11279,https://images.gr-assets.com/books/1327563734m/2113260.jpg,https://images.gr-assets.com/books/1327563734s/2113260.jpg
4965,33569,33569,43,140389660,9.78E+12,S.E. Hinton,1971,"That Was Then, This Is Now",en-US,3.89,22946,24028,311,1327,6324,8776,7290,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4966,6164358,6164358,37,307582396,9.78E+12,"Trenton Lee Stewart, Del Roy",2009,The Mysterious Benedict Society and the Prisoner's Dilemma,,4.28,23448,26530,189,589,3854,8938,12960,https://images.gr-assets.com/books/1320473034m/6164358.jpg,https://images.gr-assets.com/books/1320473034s/6164358.jpg
4967,10149142,10149142,32,61579033,9.78E+12,Kevin    Wilson,2011,The Family Fang,en-US,3.6,18214,20904,682,1867,6247,8379,3729,https://images.gr-assets.com/books/1444101399m/10149142.jpg,https://images.gr-assets.com/books/1444101399s/10149142.jpg
4968,10907,10907,26,60744871,9.78E+12,Chris Gardner,2006,The Pursuit of Happyness,,4.17,18492,18833,271,715,3110,6104,8633,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4969,7147831,7147831,93,,9.79E+12,Karl Ove Knausgård,2009,Min kamp 1,nor,4.08,7886,20208,373,956,3151,7999,7729,https://images.gr-assets.com/books/1262695721m/7147831.jpg,https://images.gr-assets.com/books/1262695721s/7147831.jpg
4970,8517008,8517008,48,385342322,9.78E+12,Alan Bradley,2011,A Red Herring Without Mustard,eng,4.07,26160,29493,133,556,5507,14136,9161,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4971,18728,18728,18,684804484,9.78E+12,Doris Kearns Goodwin,1994,No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,eng,4.2,26004,27103,713,1072,3635,8217,13466,https://images.gr-assets.com/books/1423756471m/18728.jpg,https://images.gr-assets.com/books/1423756471s/18728.jpg
4972,414298,414298,28,375701907,9.78E+12,Richard Russo,1997,Straight Man,eng,4.02,19358,20378,263,931,3985,8177,7022,https://images.gr-assets.com/books/1430659357m/414298.jpg,https://images.gr-assets.com/books/1430659357s/414298.jpg
4973,10739,10739,54,375701966,9.78E+12,Walker Percy,1961,The Moviegoer,en-CA,3.7,18655,20094,656,2010,5228,7080,5120,https://images.gr-assets.com/books/1437668043m/10739.jpg,https://images.gr-assets.com/books/1437668043s/10739.jpg
4974,87346,87346,240,413774031,9.78E+12,"Anton Chekhov, Tom    Murphy",1904,Вишнëвый сад,eng,3.68,18914,22768,597,2154,6703,7892,5422,https://images.gr-assets.com/books/1464433142m/87346.jpg,https://images.gr-assets.com/books/1464433142s/87346.jpg
4975,4835838,4835838,18,545052394,9.78E+12,Wendy Mass,2009,11 Birthdays,eng,4.18,22339,23427,248,804,4099,7652,10624,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4976,7329,7329,122,026110215X,9.78E+12,"J.R.R. Tolkien, Christopher Tolkien",1980,Unfinished Tales of Númenor and Middle-Earth,,3.93,18402,23250,211,1245,5737,8781,7276,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4977,9461872,9461872,27,385521227,9.78E+12,Ann Brashares,2011,Sisterhood Everlasting,eng,3.9,25849,29366,555,1930,6759,10838,9284,https://images.gr-assets.com/books/1327878529m/9461872.jpg,https://images.gr-assets.com/books/1327878529s/9461872.jpg
4978,349090,349090,19,451452011,9.78E+12,Grant Naylor,1989,Infinity Welcomes Careful Drivers,eng,4.03,19773,20281,211,819,4365,7675,7211,https://images.gr-assets.com/books/1403947775m/349090.jpg,https://images.gr-assets.com/books/1403947775s/349090.jpg
4979,33459,33459,23,60735430,9.78E+12,Christopher Moore,1994,Coyote Blue,en-US,3.75,19901,21556,270,1398,6797,8035,5056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4980,2501455,2501455,9,,9.79E+12,"أحلام مستغانمي, Ahlam Mosteghanemi",1997,فوضى الحواس,ara,3.83,16337,16858,635,1413,3913,5041,5856,https://images.gr-assets.com/books/1291848735m/2501455.jpg,https://images.gr-assets.com/books/1291848735s/2501455.jpg
4981,87665,87665,430,160096527X,9.78E+12,G.K. Chesterton,1908,Orthodoxy,eng,4.23,18303,21429,481,787,2858,6402,10901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4982,426625,426625,29,60542098,9.78E+12,"Jane O'Connor, Robin Preiss Glasser",2005,Fancy Nancy,,4.15,21619,21741,483,1079,3876,5647,10656,https://images.gr-assets.com/books/1376473636m/426625.jpg,https://images.gr-assets.com/books/1376473636s/426625.jpg
4983,3692,3692,100,99478420,9.78E+12,Graham Greene,1948,The Heart of the Matter,eng,3.98,19149,21135,275,953,4426,8660,6821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4984,21535019,21535019,65,141971189X,9.78E+12,Jeff Kinney,2014,The Long Haul ,eng,4.33,21822,27595,528,896,3526,6724,15921,https://images.gr-assets.com/books/1408500992m/21535019.jpg,https://images.gr-assets.com/books/1408500992s/21535019.jpg
4985,169871,169871,25,152046917,9.78E+12,"Patricia C. Wrede, Peter de Sève",1985,,en-US,4.19,27948,29038,272,915,5074,9550,13227,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4986,2029176,2029176,51,316018708,9.78E+12,"James Patterson, Howard Roughan",2008,Sail,eng,3.8,20932,22384,487,1470,6164,8220,6043,https://images.gr-assets.com/books/1344264435m/2029176.jpg,https://images.gr-assets.com/books/1344264435s/2029176.jpg
4987,23301545,23301545,36,1408859645,9.78E+12,"Neil Gaiman, Chris Riddell",2014,The Sleeper and the Spindle,eng,3.9,20889,24708,861,1340,5238,9259,8010,https://images.gr-assets.com/books/1412343723m/23301545.jpg,https://images.gr-assets.com/books/1412343723s/23301545.jpg
4988,18114142,18114142,12,045141991X,9.78E+12,Susan Meissner,2014,,,4.04,17015,21299,194,729,4017,9377,6982,https://images.gr-assets.com/books/1385964725m/18114142.jpg,https://images.gr-assets.com/books/1385964725s/18114142.jpg
4989,18750,18750,50,452281431,9.78E+12,"A.N. Roquelaure, Anne Rice",1984,Beauty's Punishment,en-US,3.62,20867,23229,1274,2728,6361,6126,6740,https://images.gr-assets.com/books/1426861477m/18750.jpg,https://images.gr-assets.com/books/1426861477s/18750.jpg
4990,285011,285011,23,1414310560,9.78E+12,Dee Henderson,2000,The Negotiator,eng,4.32,20278,21499,204,542,2891,6428,11434,https://images.gr-assets.com/books/1406508359m/285011.jpg,https://images.gr-assets.com/books/1406508359s/285011.jpg
4991,13041934,13041934,7,143417231,9.78E+12,Ravinder Singh,2011,Can Love Happen Twice?,eng,3.31,15668,16172,1359,2671,4924,4048,3170,https://images.gr-assets.com/books/1321016822m/13041934.jpg,https://images.gr-assets.com/books/1321016822s/13041934.jpg
4992,3124249,3124249,33,60548924,9.78E+12,"Gregory Maguire, Douglas Smith",2008,A Lion Among Men,en-US,3.29,21794,23726,1150,4109,8788,6178,3501,https://images.gr-assets.com/books/1370992593m/3124249.jpg,https://images.gr-assets.com/books/1370992593s/3124249.jpg
4993,43908,43908,41,380720868,9.78E+12,Raymond E. Feist,1994,"Shadow of a Dark Queen (The Serpentwar Saga, #1)",eng,4.02,20847,22141,125,736,5071,8953,7256,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4994,11466,11466,37,802136680,9.78E+12,Tobias Wolff,1989,This Boy's Life: A Memoir,eng,3.98,19981,21010,257,953,4430,8727,6643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4995,3993839,3993839,30,312382855,9.78E+12,Jonathan Maberry,2009,Patient Zero,en-US,3.98,19852,21202,508,1148,4274,7523,7749,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
4996,545951,545951,107,679728899,9.78E+12,Willa Cather,1927,Death Comes for the Archbishop,eng,3.88,21343,23061,580,1545,5347,8291,7298,https://images.gr-assets.com/books/1436632846m/545951.jpg,https://images.gr-assets.com/books/1436632846s/545951.jpg
4997,7942786,7942786,16,1841497967,9.78E+12,Patricia Briggs,2012,,en-US,4.34,28322,34984,96,451,4205,12997,17235,https://images.gr-assets.com/books/1327472384m/7942786.jpg,https://images.gr-assets.com/books/1327472384s/7942786.jpg
4998,17312201,17312201,16,1423194551,9.78E+12,Rick Riordan,2013,The Son of Sobek,eng,4.26,21691,26254,348,690,4023,7989,13204,https://images.gr-assets.com/books/1367948073m/17312201.jpg,https://images.gr-assets.com/books/1367948073s/17312201.jpg
4999,52823,52823,310,1854596373,9.78E+12,"Molière, Martin Sorrell",1664,"Le Tartuffe, ou L’Imposteur",eng,3.66,21061,24740,545,2313,7569,8829,5484,https://images.gr-assets.com/books/1319501006m/52823.jpg,https://images.gr-assets.com/books/1319501006s/52823.jpg
5000,4701550,4701550,24,446401056,9.78E+12,Larissa Ione,2009,Passion Unleashed,eng,4.32,28493,29915,266,690,3868,9459,15632,https://images.gr-assets.com/books/1344267582m/4701550.jpg,https://images.gr-assets.com/books/1344267582s/4701550.jpg
5001,1896346,1896346,9,1421514818,9.78E+12,Kazune Kawahara,2004,高校デビュー 1,en-GB,4.11,21210,21266,664,1205,3798,5088,10511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5002,10400407,10400407,4,9953716889,9.79E+12,أثير عبدالله النشمي,2011,في ديسمبر تنتهي كل الأحلام,ara,3.33,16479,17411,1601,2897,4977,3958,3978,https://images.gr-assets.com/books/1304699101m/10400407.jpg,https://images.gr-assets.com/books/1304699101s/10400407.jpg
5003,386234,386234,8,030711838X,9.78E+12,Mercer Mayer,1975,Just for You,eng,4.25,22965,22979,265,812,4050,5630,12222,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5004,294047,294047,46,60002492,9.78E+12,James Rollins,2002,Amazonia,eng,4.11,20410,22080,203,765,4150,8178,8784,https://images.gr-assets.com/books/1440044334m/294047.jpg,https://images.gr-assets.com/books/1440044334s/294047.jpg
5005,46674,46674,42,380810336,9.78E+12,David D. Burns,1980, Feeling Good: The New Mood Therapy,en-US,3.95,17065,18208,584,1127,3881,5692,6924,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5006,114184,114184,80,515141399,9.78E+12,Nora Roberts,2005,Blue Smoke,eng,3.97,24366,26162,252,1220,6393,9565,8732,https://images.gr-assets.com/books/1309286007m/114184.jpg,https://images.gr-assets.com/books/1309286007s/114184.jpg
5007,6528,6528,74,425210278,9.78E+12,Patricia Cornwell,2005,Predator,en-US,3.67,21668,23681,717,2195,7021,8062,5686,https://images.gr-assets.com/books/1310552145m/6528.jpg,https://images.gr-assets.com/books/1310552145s/6528.jpg
5008,720298,720298,40,894864025,9.78E+12,Melody Beattie,1986,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself,,4.13,18340,19838,315,853,3510,6440,8720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5009,254308,254308,288,1933480092,9.78E+12,"Ivan Goncharov, Stephen Pearl, Galya Diment",1859,Обломов,eng,4,18458,20992,493,1299,4018,7052,8130,https://images.gr-assets.com/books/1456384296m/254308.jpg,https://images.gr-assets.com/books/1456384296s/254308.jpg
5010,198332,198332,70,743426800,9.78E+12,Clive Cussler,1994,Inca Gold,eng,3.96,20297,21678,131,688,5425,9017,6417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5011,18167006,18167006,27,1400069629,9.78E+12,Ruth Reichl,2014,Delicious!,eng,3.75,17657,20318,483,1570,5500,7830,4935,https://images.gr-assets.com/books/1404478598m/18167006.jpg,https://images.gr-assets.com/books/1404478598s/18167006.jpg
5012,6496815,6496815,39,446504122,9.78E+12,"Po Bronson, Ashley Merryman",2008,NurtureShock: New Thinking About Children,en-US,4.04,17310,20054,218,733,3803,8585,6715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5013,1849,1849,59,044657967X,9.78E+12,Nelson DeMille,2006,Wild Fire,en-US,3.99,18529,20172,192,740,4446,8588,6206,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5014,154423,154423,73,743497295,9.78E+12,Mary Higgins Clark,2006,Two Little Girls in Blue,en-US,3.85,20727,22255,290,1407,6222,7849,6487,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5015,589979,589979,36,055327211X,9.78E+12,"Raymond E. Feist, Janny Wurts",1987,Daughter of the Empire,eng,4.24,24055,25653,181,757,3846,8761,12108,https://images.gr-assets.com/books/1404668411m/589979.jpg,https://images.gr-assets.com/books/1404668411s/589979.jpg
5016,688191,688191,35,689872372,9.78E+12,Neal Shusterman,2006,Everlost,eng,3.94,24506,25778,587,1528,5731,8966,8966,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5017,8534799,8534799,23,1439136807,9.78E+12,Kresley Cole,2011,Dreams of a Dark Warrior,en-US,4.39,28315,30524,179,567,3319,9425,17034,https://images.gr-assets.com/books/1285724086m/8534799.jpg,https://images.gr-assets.com/books/1285724086s/8534799.jpg
5018,7824997,7824997,63,142428698,9.78E+12,"John Grisham, Richard Thomas",2010,"Theodore Boone, Kid Lawyer",eng,3.72,19284,23368,609,1937,6872,7939,6011,https://images.gr-assets.com/books/1275094812m/7824997.jpg,https://images.gr-assets.com/books/1275094812s/7824997.jpg
5019,34072,34072,17,224063979,9.78E+12,Chris Ware,2000,Jimmy Corrigan: The Smartest Kid on Earth,,4.1,17128,19120,664,1163,2855,5391,9047,https://images.gr-assets.com/books/1327962921m/34072.jpg,https://images.gr-assets.com/books/1327962921s/34072.jpg
5020,39980,39980,30,142300705,9.78E+12,Richard Peck,2000,A Year Down Yonder,eng,4.1,23310,24350,454,1004,4422,8278,10192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5021,16163690,16163690,10,,,Kristen Ashley,2013,Own the Wind,eng,4.22,38673,39793,602,1321,5592,13534,18744,https://images.gr-assets.com/books/1358119230m/16163690.jpg,https://images.gr-assets.com/books/1358119230s/16163690.jpg
5022,4516,4516,106,8423648990,9.79E+12,Carlos Ruiz Zafón,1999,Marina,spa,3.99,18260,24929,304,1299,5383,9274,8669,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5023,7135858,7135858,46,1594487588,9.78E+12,Ann Brashares,2010,,eng,3.7,23498,26627,852,2523,7160,9288,6804,https://images.gr-assets.com/books/1307512606m/7135858.jpg,https://images.gr-assets.com/books/1307512606s/7135858.jpg
5024,15054,15054,37,679744479,9.78E+12,Jeanette Winterson,1992,Written on the Body,en-US,4.08,18203,19735,344,997,3563,6619,8212,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5025,7849341,7849341,42,1450595987,9.78E+12,Colleen Houck,2011,Tiger's Voyage,eng,4.35,24495,26949,398,938,3294,6616,15703,https://images.gr-assets.com/books/1320459742m/7849341.jpg,https://images.gr-assets.com/books/1320459742s/7849341.jpg
5026,605015,605015,33,7203116,9.78E+12,Dean Koontz,2009,Dean Koontz's Frankenstein: Dead and Alive,eng,4.01,18310,20671,305,1070,4583,6906,7807,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5027,4591,4591,44,60894083,9.78E+12,Matt Ridley,1999,Genome: The Autobiography of a Species in 23 Chapters,en-US,4.02,17684,18917,422,777,3656,7196,6866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5028,53580,53580,15,671449028,9.78E+12,Sandra Boynton,1982,The Going-To-Bed Book,en-US,4.22,21078,21374,281,757,3667,6038,10631,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5029,112675,112675,45,64473627,9.78E+12,Louise Rennison,2001,Knocked out by my nunga-nungas,en-US,3.97,24077,26587,400,1362,6431,8864,9530,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5030,27526,27526,34,842332294,9.78E+12,"Tim LaHaye, Jerry B. Jenkins",2001,The Sacrilege: The Antichrist Takes the Throne,en-US,4,19562,20697,463,1166,4409,6539,8120,https://images.gr-assets.com/books/1406505722m/27526.jpg,https://images.gr-assets.com/books/1406505722s/27526.jpg
5031,18114068,18114068,31,1594204993,9.78E+12,Phil Klay,2014,Redeployment,eng,3.98,15597,18114,284,843,3662,7575,5750,https://images.gr-assets.com/books/1417987993m/18114068.jpg,https://images.gr-assets.com/books/1417987993s/18114068.jpg
5032,6512140,6512140,20,385733976,9.78E+12,Libba Bray,2009,Going Bovine,eng,3.65,26259,27233,1693,2996,6374,8229,7941,https://images.gr-assets.com/books/1320391025m/6512140.jpg,https://images.gr-assets.com/books/1320391025s/6512140.jpg
5033,25807,25807,115,752861743,9.78E+12,James M. Cain,1934,The Postman Always Rings Twice ,eng,3.81,19416,23168,421,1454,6188,9203,5902,https://images.gr-assets.com/books/1344265267m/25807.jpg,https://images.gr-assets.com/books/1344265267s/25807.jpg
5034,6555517,6555517,36,385736843,9.78E+12,Carrie Ryan,2010,The Dead-Tossed Waves ,en-US,3.91,26347,28001,669,1921,6150,9683,9578,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5035,9530,9530,33,965925072,9.78E+12,Robert Kurson,2004,Shadow Divers: The True Adventure of Two Americans Who Risked Everything to Solve One of the Last Mysteries of World War II,eng,4.26,16917,19263,185,419,2485,7204,8970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5036,8293938,8293938,30,385907508,9.78E+12,Clare Vanderpool,2010,Moon Over Manifest,eng,4.02,23298,24791,567,1125,4570,9591,8938,https://images.gr-assets.com/books/1320541883m/8293938.jpg,https://images.gr-assets.com/books/1320541883s/8293938.jpg
5037,77103,77103,58,375758771,9.78E+12,Amitav Ghosh,2000,The Glass Palace,eng,3.94,16535,17741,219,867,3990,7401,5264,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5038,10710392,10710392,3,1595144358,9.78E+12,"Jessica Anthony, Rodrigo Corral",2012,,eng,3.72,18375,18377,1062,1779,4481,4964,6091,https://images.gr-assets.com/books/1364073067m/10710392.jpg,https://images.gr-assets.com/books/1364073067s/10710392.jpg
5039,21853628,21853628,17,125001011X,9.78E+12,Lisa Scottoline,2015,,en-CA,3.72,16765,20212,524,1640,5547,7857,4644,https://images.gr-assets.com/books/1428638866m/21853628.jpg,https://images.gr-assets.com/books/1428638866s/21853628.jpg
5040,16279856,16279856,46,385741391,9.78E+12,James Dashner,2013,The Eye of Minds,eng,3.85,22637,26536,732,2073,6145,9021,8565,https://images.gr-assets.com/books/1358659346m/16279856.jpg,https://images.gr-assets.com/books/1358659346s/16279856.jpg
5041,140278,140278,233,1579126936,9.78E+12,Agatha Christie,1957,4.50 From Paddington,eng,3.92,23416,28972,128,923,7844,12209,7868,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5042,74036,74036,66,749934123,9.78E+12,J.D. Robb,1997,Ceremony in Death,eng,4.26,25093,29471,100,548,4478,10720,13625,https://images.gr-assets.com/books/1376018955m/74036.jpg,https://images.gr-assets.com/books/1376018955s/74036.jpg
5043,18373214,18373214,104,345807154,9.78E+12,"Jo Nesbø, Don Bartlett",1998,Kakerlakkene,eng,3.71,14717,22619,176,1252,7439,9864,3888,https://images.gr-assets.com/books/1418343189m/18373214.jpg,https://images.gr-assets.com/books/1418343189s/18373214.jpg
5044,140078,140078,41,425212033,9.78E+12,Charlaine Harris,2006,Grave Surprise,en-US,3.88,27905,31027,190,1340,8731,12451,8315,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
5045,3304,3304,93,60535032,9.78E+12,"Isabel Allende, Margaret Sayers Peden",2002,La ciudad de las bestias,eng,3.69,15497,22122,635,2134,6280,7515,5558,https://images.gr-assets.com/books/1331488122m/3304.jpg,https://images.gr-assets.com/books/1331488122s/3304.jpg
